net_user,age,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,subscription_spending_$,posts,playlists,shouts,adopter,tenure,good_country,age_category,gender,songsListened_monthly,social_activity
rpgazrael,24.0,1.0,22.0,1.0,1.0,0.0,53775,0,0,1,6.0,0,86.0,True,Adults,Male,618.1034482758621,7.0
rpgw,23.0,61.0,22.42857143,0.583333333,20.0,0.0,40806,1775,210,0,457.0,0,60.0,False,Adults,Male,668.9508196721312,667.0
rreina,,9.0,19.0,0.5,1.0,0.0,32329,0,0,1,5.0,0,23.0,Unknown,Unknown,Unknown,1347.0416666666667,6.0
rringou,,48.0,23.41176471,0.820512821,6.0,0.0,41794,63,13,1,211.0,0,54.0,Unknown,Unknown,Female,759.8909090909091,225.0
rroupex,32.0,4.0,29.33333333,1.0,1.0,0.0,35883,0,0,0,5.0,0,56.0,True,Adults,Male,629.5263157894736,5.0
rrphenix,,7.0,22.0,0.333333333,1.0,0.0,64936,26,0,1,1.0,0,72.0,Unknown,Unknown,Unknown,889.5342465753424,2.0
rrr_gwiazdus,,60.0,20.25531915,0.517857143,8.0,0.0,49090,311,4,1,640.0,0,51.0,False,Unknown,Female,944.0384615384615,645.0
rrraksu,16.0,264.0,18.1559633,0.596774194,41.0,3.0,40500,35,0,0,109.0,0,26.0,False,Teens,Female,1500.0,109.0
rrrekhyt,19.0,25.0,22.11764706,0.3,7.0,0.0,80645,71,2,0,29.0,0,59.0,False,Teens,Female,1344.0833333333333,31.0
rrreplica,,1.0,34.0,1.0,1.0,0.0,21419,0,0,0,1.0,0,23.0,Unknown,Unknown,Unknown,892.4583333333334,1.0
rrrroy88,23.0,23.0,22.22222222,0.45,5.0,0.0,18043,81,0,0,15.0,0,25.0,Unknown,Adults,Male,693.9615384615385,15.0
rrrrrpy,17.0,13.0,21.55555556,0.8,3.0,0.0,44779,8,0,0,3.0,0,15.0,False,Teens,Unknown,2798.6875,3.0
rrusso,25.0,35.0,22.59259259,0.551724138,1.0,0.0,27519,10,0,1,27.0,0,47.0,False,Adults,Male,573.3125,28.0
rsabacate,23.0,7.0,22.66666667,0.333333333,1.0,0.0,28519,446,0,0,6.0,0,33.0,False,Adults,Male,838.7941176470588,6.0
rsc73850,,1.0,,,0.0,1.0,28686,0,0,0,1.0,0,15.0,Unknown,Unknown,Unknown,1792.875,1.0
rshuck,,5.0,31.5,0.8,2.0,0.0,23156,6,0,1,2.0,0,31.0,Unknown,Unknown,Unknown,723.625,3.0
rsm_1992,19.0,4.0,18.0,1.0,0.0,0.0,6345,0,0,0,5.0,0,10.0,False,Teens,Male,576.8181818181819,5.0
rsmtkiller,18.0,18.0,17.86666667,0.294117647,6.0,0.0,28463,47,0,0,11.0,0,8.0,True,Teens,Male,3162.5555555555557,11.0
rsquaredpi,,3.0,17.5,0.0,2.0,0.0,12617,16,0,0,1.0,0,6.0,True,Unknown,Female,1802.4285714285713,1.0
rst123,,14.0,25.77777778,0.692307692,8.0,1.0,136766,1580,1393,0,1.0,0,50.0,False,Unknown,Male,2681.6862745098038,1394.0
rtae86,21.0,14.0,23.8,0.923076923,5.0,0.0,48225,89,2,0,38.0,0,21.0,False,Adults,Male,2192.0454545454545,40.0
rteodoro92,19.0,6.0,20.0,1.0,1.0,0.0,36593,2,0,1,14.0,0,24.0,True,Teens,Male,1463.72,15.0
rtpmwe,20.0,3.0,19.0,1.0,1.0,0.0,115824,0,0,1,5.0,0,54.0,False,Teens,Male,2105.890909090909,6.0
rtyuijhggfiyfyi,,18.0,21.3,0.882352941,3.0,0.0,12046,94,0,0,,0,7.0,Unknown,Unknown,Female,1505.75,
ru_da,17.0,28.0,18.34615385,0.481481482,4.0,0.0,6591,35,0,0,32.0,0,11.0,False,Teens,Female,549.25,32.0
ru_foxhome,,8.0,23.6,0.714285714,3.0,1.0,166861,2,0,0,1.0,0,22.0,False,Unknown,Unknown,7254.826086956522,1.0
ruairidhbevan,18.0,74.0,19.18518519,0.342857143,15.0,0.0,16260,8,0,0,15.0,0,19.0,False,Teens,Male,813.0,15.0
ruairif,31.0,24.0,31.06666667,0.823529412,5.0,0.0,54040,64,0,0,17.0,0,93.0,False,Adults,Male,574.8936170212766,17.0
rualu,,18.0,21.91666667,0.076923077,2.0,0.0,14385,79,0,0,3.0,0,23.0,True,Unknown,Female,599.375,3.0
ruanramon,,2.0,25.5,1.0,1.0,0.0,13246,0,0,0,3.0,0,17.0,Unknown,Unknown,Unknown,735.8888888888889,3.0
rubanok-88,,23.0,20.9375,0.1,12.0,0.0,15186,4,0,0,6.0,0,26.0,False,Unknown,Male,562.4444444444445,6.0
rubbish-farmer,,9.0,23.5,0.25,2.0,0.0,31295,15,0,1,11.0,0,12.0,False,Unknown,Male,2407.3076923076924,12.0
rubenbb,27.0,45.0,25.08333333,0.620689655,7.0,0.0,34638,43,0,1,20.0,0,45.0,False,Adults,Male,753.0,21.0
rubenososa,,56.0,22.79545455,0.08,25.0,2.0,30922,1051,0,1,7.0,0,24.0,False,Unknown,Male,1236.88,8.0
rubfernando,22.0,32.0,21.16666667,0.548387097,4.0,0.0,78560,23,0,0,15.0,0,63.0,False,Adults,Male,1227.5,15.0
rubiboyy,19.0,16.0,20.22222222,0.666666667,6.0,0.0,33707,6,0,1,9.0,0,46.0,True,Teens,Female,717.1702127659574,10.0
rubiojean,,0.0,,,0.0,0.0,14043,0,0,0,1.0,0,21.0,Unknown,Unknown,Unknown,638.3181818181819,1.0
ruby_taylor_74,20.0,15.0,22.06666667,0.785714286,2.0,0.0,65485,174,3,1,47.0,0,50.0,False,Teens,Female,1284.0196078431372,51.0
rubylithium,28.0,6.0,29.25,0.333333333,1.0,0.0,43167,102,0,1,6.0,0,61.0,True,Adults,Female,696.241935483871,7.0
ruckermanley,23.0,34.0,21.71428571,0.166666667,2.0,1.0,49241,657,0,0,4.0,0,27.0,True,Adults,Male,1758.607142857143,4.0
rudalert,30.0,25.0,29.2631579,0.761904762,11.0,2.0,69758,217,2,1,2.0,0,44.0,False,Adults,Male,1550.1777777777777,5.0
rude_dial,24.0,14.0,22.25,0.714285714,7.0,0.0,48077,412,1,0,11.0,0,40.0,False,Adults,Male,1172.6097560975609,12.0
rude_me,,20.0,17.25,0.722222222,9.0,0.0,9310,0,0,0,9.0,0,5.0,Unknown,Unknown,Male,1551.6666666666667,9.0
ruderebeltramp,31.0,3.0,25.66666667,0.666666667,1.0,0.0,12311,13,0,0,6.0,0,16.0,Unknown,Adults,Male,724.1764705882352,6.0
rudy_o,20.0,169.0,21.03937008,0.388888889,35.0,3.0,71472,76,7,2,566.0,0,39.0,True,Teens,Male,1786.8,575.0
rudysw2,44.0,3.0,25.0,1.0,2.0,0.0,89699,1,1,0,13.0,0,70.0,False,MiddleAged,Male,1263.3661971830986,14.0
rueffel2,,12.0,28.0,0.625,1.0,0.0,26174,67,0,0,1.0,0,45.0,Unknown,Unknown,Unknown,569.0,1.0
rufushelm,,0.0,,,0.0,0.0,12400,38,1,0,1.0,0,21.0,Unknown,Unknown,Unknown,563.6363636363636,2.0
rugal87,24.0,13.0,22.28571429,0.636363636,2.0,0.0,46573,42,0,0,2.0,0,29.0,False,Adults,Male,1552.4333333333334,2.0
rugeforce2k7,22.0,8.0,23.0,1.0,1.0,0.0,32194,36,0,1,1.0,0,51.0,True,Adults,Male,619.1153846153846,2.0
ruh-roh,,2.0,,1.0,1.0,0.0,40516,13,0,0,0.0,0,20.0,True,Unknown,Male,1929.3333333333333,0.0
ruhban,20.0,36.0,21.15384615,0.866666667,11.0,3.0,38832,0,19,1,152.0,0,53.0,False,Teens,Male,719.1111111111111,172.0
ruiznacho,33.0,15.0,28.9,0.888888889,1.0,0.0,50711,6,4,1,27.0,0,53.0,False,Adults,Unknown,939.0925925925926,32.0
ruka906,16.0,45.0,19.0,0.307692308,17.0,0.0,32443,48,4,0,81.0,0,24.0,False,Teens,Female,1297.72,85.0
rukiren,,182.0,22.16312057,0.524390244,17.0,2.0,71285,483,9,0,101.0,0,65.0,Unknown,Unknown,Unknown,1080.0757575757575,110.0
rumbagod,,2.0,30.0,0.0,1.0,0.0,38139,48,0,1,5.0,0,45.0,True,Unknown,Male,829.1086956521739,6.0
rumbatarr19,17.0,5.0,17.5,0.4,2.0,0.0,27499,34,0,0,2.0,0,27.0,False,Teens,Male,982.1071428571429,2.0
rumcajz,27.0,62.0,33.41860465,0.625,25.0,10.0,39238,429,52,3,388.0,0,66.0,True,Adults,Male,585.6417910447761,443.0
rumim,30.0,28.0,34.0,0.842105263,8.0,1.0,45414,137,0,0,17.0,0,49.0,False,Adults,Female,908.28,17.0
rundherund360,20.0,14.0,21.63636364,0.727272727,3.0,0.0,13506,120,0,0,,0,15.0,False,Teens,Male,844.125,
runeker,,12.0,21.77777778,1.0,3.0,0.0,22266,7,0,0,11.0,0,23.0,False,Unknown,Male,927.75,11.0
runlikeafool,,69.0,19.7755102,0.192982456,8.0,2.0,52622,2,0,0,26.0,0,5.0,True,Unknown,Female,8770.333333333334,26.0
runmaniac,54.0,54.0,30.03333333,0.785714286,17.0,7.0,113089,134,90,1,326.0,0,68.0,False,MiddleAged,Male,1638.9710144927535,417.0
runningchef,32.0,13.0,35.2,0.5,2.0,0.0,85694,61,3,1,0.0,0,71.0,True,Adults,Male,1190.1944444444443,4.0
runsc235,,1.0,,1.0,1.0,0.0,3361,0,0,0,1.0,0,5.0,Unknown,Unknown,Unknown,560.1666666666666,1.0
runswscissors,,58.0,25.09756098,0.754716981,9.0,1.0,40137,29,0,0,77.0,0,67.0,Unknown,Unknown,Unknown,590.25,77.0
rupi53,17.0,22.0,17.4,0.75,1.0,0.0,40815,55,0,0,10.0,0,27.0,False,Teens,Male,1457.6785714285713,10.0
rupimaru,,19.0,24.0,0.333333333,1.0,0.0,55291,750,0,0,288.0,0,36.0,False,Unknown,Unknown,1494.3513513513512,288.0
rupzor,20.0,17.0,20.09090909,0.642857143,3.0,0.0,24646,147,0,0,6.0,0,39.0,False,Teens,Male,616.15,6.0
ruri-azi,34.0,15.0,27.54545455,0.785714286,5.0,0.0,36308,0,1,0,17.0,0,45.0,False,Adults,Male,789.304347826087,18.0
rusalla,26.0,10.0,25.5,0.7,6.0,0.0,40245,61,2,1,9.0,0,75.0,False,Adults,Female,529.5394736842105,12.0
rushifell,23.0,24.0,21.53333333,0.5,3.0,0.0,168601,0,27,0,23.0,0,69.0,Unknown,Adults,Male,2408.5857142857144,50.0
rusmusicboy,19.0,16.0,20.46153846,0.866666667,1.0,0.0,45950,50,0,1,6.0,0,43.0,False,Teens,Male,1044.3181818181818,7.0
russdabus,,2.0,30.0,1.0,1.0,0.0,26019,9,0,1,1.0,0,21.0,True,Unknown,Unknown,1182.6818181818182,2.0
russellhonor,,22.0,22.46153846,0.666666667,5.0,0.0,33241,102,0,0,3.0,0,14.0,Unknown,Unknown,Male,2216.0666666666666,3.0
russfitz11,,1.0,40.0,1.0,1.0,1.0,8407,1,0,0,3.0,0,4.0,True,Unknown,Male,1681.4,3.0
russfrench,,1.0,,,0.0,0.0,8985,0,0,0,1.0,0,13.0,Unknown,Unknown,Unknown,641.7857142857143,1.0
russianvarg,20.0,76.0,23.81967213,0.575757576,15.0,2.0,36846,941,13,1,24.0,0,56.0,Unknown,Teens,Male,646.421052631579,38.0
russianxdoll,22.0,36.0,23.96,0.64516129,13.0,0.0,38875,59,0,1,46.0,0,72.0,True,Adults,Female,532.5342465753424,47.0
russkijsoldat,,3.0,34.66666667,0.0,1.0,0.0,6536,69,0,0,1.0,0,11.0,Unknown,Unknown,Male,544.6666666666666,1.0
rusty778,19.0,21.0,20.69230769,0.647058824,7.0,0.0,74103,111,0,0,14.0,0,50.0,True,Teens,Male,1453.0,14.0
rustylemons,19.0,47.0,21.25714286,0.947368421,5.0,2.0,40127,16,0,0,4.0,0,56.0,True,Teens,Male,703.9824561403509,4.0
rutc,,33.0,24.47619048,0.625,13.0,0.0,57836,0,1,2,29.0,0,63.0,False,Unknown,Male,903.6875,32.0
ruthinhac,17.0,128.0,20.57272727,0.720338983,16.0,0.0,20773,10,0,0,135.0,0,30.0,False,Teens,Female,670.0967741935484,135.0
ruubzor,20.0,16.0,19.84615385,0.866666667,3.0,0.0,42873,91,0,0,45.0,0,28.0,False,Teens,Male,1478.3793103448277,45.0
ruucake,15.0,24.0,19.13333333,0.117647059,7.0,0.0,43531,121,0,0,16.0,0,21.0,False,Teens,Unknown,1978.6818181818182,16.0
ruud279b,26.0,32.0,26.12,0.538461539,9.0,1.0,18451,58,0,0,26.0,0,11.0,False,Adults,Male,1537.5833333333333,26.0
ruuke,18.0,21.0,22.28571429,0.714285714,11.0,1.0,23796,242,0,1,0.0,0,39.0,False,Teens,Female,594.9,1.0
ruunpl,,5.0,24.5,0.8,1.0,0.0,28428,8,2,0,4.0,0,37.0,False,Unknown,Male,748.1052631578947,6.0
ruutav,25.0,11.0,25.375,0.6,2.0,1.0,76547,0,0,0,9.0,0,60.0,False,Adults,Female,1254.8688524590164,9.0
rv2m,26.0,31.0,24.76190476,0.56,9.0,0.0,55440,24,0,0,1.0,0,49.0,False,Adults,Male,1108.8,1.0
rvalberola,28.0,133.0,20.42857143,0.919642857,26.0,3.0,29782,352,0,5,15.0,0,43.0,False,Adults,Male,676.8636363636364,20.0
rvdhhh1,27.0,7.0,26.16666667,0.666666667,3.0,0.0,42071,0,0,0,1.0,0,78.0,True,Adults,Male,532.5443037974684,1.0
rwagner,,60.0,37.0,0.75,7.0,1.0,164860,201,0,1,2.0,0,74.0,True,Unknown,Male,2198.133333333333,3.0
rweveri,,1.0,27.0,1.0,1.0,0.0,30106,0,0,0,0.0,0,50.0,Unknown,Unknown,Unknown,590.3137254901961,0.0
rwills,,1.0,,1.0,1.0,0.0,248435,5,0,1,1.0,0,52.0,Unknown,Unknown,Unknown,4687.452830188679,2.0
rx7700,,3.0,28.33333333,1.0,1.0,0.0,18251,222,0,1,2.0,0,29.0,Unknown,Unknown,Unknown,608.3666666666667,3.0
ryan-182,,2.0,23.0,1.0,2.0,0.0,21160,11,0,0,2.0,0,11.0,False,Unknown,Male,1763.3333333333333,2.0
ryan_j_douglas,23.0,3.0,24.66666667,1.0,1.0,1.0,19130,171,0,0,1.0,0,13.0,False,Adults,Male,1366.4285714285713,1.0
ryanbugg,,7.0,21.0,0.0,2.0,0.0,43980,55,0,0,5.0,0,12.0,Unknown,Unknown,Unknown,3383.076923076923,5.0
ryancarroll,,35.0,25.66666667,0.535714286,3.0,0.0,42146,0,0,0,4.0,0,76.0,True,Unknown,Male,547.3506493506494,4.0
ryandrumwright,24.0,1.0,20.0,0.0,1.0,0.0,30930,334,0,2,2.0,0,27.0,True,Adults,Unknown,1104.642857142857,4.0
ryanfran,31.0,122.0,24.4949495,0.279279279,18.0,1.0,90409,36,14,2,26.0,0,64.0,False,Adults,Male,1390.9076923076923,42.0
ryanlz227,27.0,4.0,28.5,1.0,2.0,0.0,10073,30,0,0,1.0,0,14.0,True,Adults,Male,671.5333333333333,1.0
ryanmdaugherty,,1.0,30.0,1.0,1.0,0.0,72390,0,0,0,0.0,0,31.0,True,Unknown,Male,2262.1875,0.0
ryansbarber,24.0,15.0,23.08333333,0.615384615,2.0,0.0,78071,0,0,0,8.0,0,70.0,True,Adults,Male,1099.5915492957747,8.0
ryansw14,19.0,11.0,20.375,0.571428571,5.0,0.0,43294,17,0,0,4.0,0,35.0,False,Teens,Male,1202.611111111111,4.0
ryantcarter,,1.0,27.0,1.0,1.0,0.0,19129,24,0,0,0.0,0,24.0,Unknown,Unknown,Male,765.16,0.0
ryantklay,22.0,27.0,20.42857143,0.4375,2.0,0.0,33526,10,7,1,41.0,0,61.0,True,Adults,Male,540.741935483871,49.0
ryanwmm,19.0,31.0,19.16,0.884615385,12.0,1.0,113742,37,0,0,38.0,0,6.0,True,Teens,Male,16248.857142857143,38.0
ryanzor,17.0,38.0,18.10714286,0.194444444,7.0,0.0,95828,0,0,0,21.0,0,28.0,True,Teens,Male,3304.4137931034484,21.0
rycb_b_hockax,22.0,66.0,20.82051282,0.236363636,7.0,0.0,24261,330,0,0,26.0,0,40.0,Unknown,Adults,Male,591.7317073170732,26.0
rycerzhardkoru,,15.0,20.77777778,0.666666667,1.0,0.0,36376,206,0,0,7.0,0,24.0,Unknown,Unknown,Unknown,1455.04,7.0
ryderisonfire,22.0,11.0,20.66666667,0.5,3.0,0.0,35860,0,0,0,5.0,0,66.0,True,Adults,Male,535.223880597015,5.0
rydzyk1980,31.0,30.0,28.45454546,0.518518519,7.0,2.0,56475,193,1,1,53.0,0,61.0,False,Adults,Male,910.8870967741935,55.0
ryfyel,16.0,30.0,18.2,0.586206897,3.0,0.0,22215,32,0,0,3.0,0,20.0,False,Teens,Male,1057.857142857143,3.0
ryguy8230,,13.0,21.83333333,0.416666667,1.0,0.0,27613,22,0,1,8.0,0,47.0,True,Unknown,Male,575.2708333333334,9.0
ryhmeandreason,,2.0,18.0,0.0,1.0,0.0,29922,23,0,1,4.0,0,18.0,Unknown,Unknown,Unknown,1574.842105263158,5.0
ryjowa,20.0,57.0,20.35849057,0.407407407,10.0,0.0,48535,142,7,1,,0,40.0,False,Teens,Female,1183.780487804878,
rymcio,22.0,67.0,21.5,0.606557377,7.0,0.0,38919,73,54,0,5.0,0,66.0,False,Adults,Male,580.8805970149253,59.0
rymiyash,30.0,23.0,29.14285714,0.473684211,1.0,0.0,85338,106,0,9,45.0,0,66.0,True,Adults,Male,1273.7014925373135,54.0
rynashune,25.0,55.0,21.87804878,0.591836735,15.0,0.0,109683,81,3,1,23.0,0,52.0,True,Adults,Male,2069.490566037736,27.0
rynpointer,,7.0,25.66666667,0.75,1.0,0.0,43016,44,0,0,6.0,0,68.0,Unknown,Unknown,Unknown,623.4202898550725,6.0
ryo1016,,3.0,22.5,1.0,2.0,0.0,125879,34,3,4,17.0,0,43.0,False,Unknown,Male,2860.8863636363635,24.0
ryojisaunter,28.0,8.0,25.0,0.428571429,1.0,1.0,98075,7,0,0,2.0,0,24.0,False,Adults,Male,3923.0,2.0
ryornstra,,2.0,25.5,0.5,2.0,0.0,9270,141,0,0,1.0,0,12.0,Unknown,Unknown,Male,713.0769230769231,1.0
ryoxtakamasa,22.0,153.0,19.71186441,0.377952756,24.0,1.0,133754,863,4,0,8.0,0,33.0,False,Adults,Female,3933.9411764705883,12.0
ryoyokoi,,3.0,24.0,1.0,1.0,0.0,61707,0,0,0,1.0,0,23.0,Unknown,Unknown,Unknown,2571.125,1.0
rypyttaja,,13.0,17.6,0.363636364,3.0,0.0,29359,8,0,0,7.0,0,27.0,Unknown,Unknown,Unknown,1048.5357142857142,7.0
rysk,20.0,17.0,22.36363636,0.545454546,4.0,0.0,110784,2,0,0,3.0,0,83.0,True,Teens,Female,1318.857142857143,3.0
rytep,,12.0,22.2,0.416666667,4.0,2.0,18439,775,0,0,7.0,0,32.0,False,Unknown,Male,558.7575757575758,7.0
rytur,20.0,10.0,20.0,0.833333333,5.0,0.0,29456,72,0,1,4.0,0,55.0,False,Teens,Male,526.0,5.0
rytyix,19.0,29.0,18.64,0.777777778,1.0,0.0,43035,381,1,0,46.0,0,46.0,False,Teens,Male,915.6382978723404,47.0
ryu_yamino,24.0,12.0,23.55555556,0.555555556,3.0,1.0,25565,0,1,1,10.0,0,40.0,False,Adults,Male,623.5365853658536,12.0
ryuaono,,1.0,,,1.0,0.0,7479,0,0,0,2.0,0,10.0,False,Unknown,Unknown,679.9090909090909,2.0
ryujiyamazaki,28.0,23.0,26.78571429,0.833333333,5.0,0.0,60670,66,2,0,38.0,0,52.0,False,Adults,Male,1144.7169811320755,40.0
ryuuryu,18.0,16.0,18.14285714,0.461538462,2.0,0.0,26204,20,0,1,5.0,0,30.0,Unknown,Teens,Male,845.2903225806451,6.0
ryuzen,20.0,3.0,21.0,0.333333333,1.0,0.0,35601,0,0,0,1.0,0,59.0,True,Teens,Male,593.35,1.0
rzbanta,,1.0,,0.0,1.0,0.0,15119,2,0,0,1.0,0,23.0,Unknown,Unknown,Unknown,629.9583333333334,1.0
rzeka,21.0,17.0,20.92857143,0.470588235,2.0,0.0,55623,208,0,0,20.0,0,42.0,False,Adults,Male,1293.5581395348838,20.0
rzepakowa,,8.0,18.6,0.5,1.0,0.0,9064,41,0,0,3.0,0,9.0,False,Unknown,Female,906.4,3.0
rzesza,20.0,18.0,19.61538462,0.4375,4.0,0.0,40367,16,0,0,27.0,0,32.0,False,Teens,Male,1223.2424242424242,27.0
s-bobek,,24.0,22.0952381,0.619047619,2.0,1.0,14315,52,0,0,2.0,0,13.0,False,Unknown,Female,1022.5,2.0
s-leazer,27.0,2.0,24.0,1.0,1.0,1.0,11891,77,0,0,2.0,0,11.0,True,Adults,Male,990.9166666666666,2.0
s-r-c,24.0,9.0,21.5,0.5,5.0,0.0,66885,383,0,1,0.0,0,55.0,False,Adults,Male,1194.375,1.0
s-y-l-w-i-a,19.0,57.0,21.73333333,0.714285714,19.0,2.0,27188,206,1,1,135.0,0,20.0,False,Teens,Female,1294.6666666666667,137.0
s0ulc0re,25.0,9.0,29.66666667,1.0,1.0,0.0,24460,40,0,0,0.0,0,32.0,True,Adults,Female,741.2121212121212,0.0
s1d1991,20.0,46.0,22.62857143,0.642857143,11.0,0.0,64302,1011,126,0,74.0,0,21.0,False,Teens,Male,2922.818181818182,200.0
s1iver,26.0,12.0,26.71428571,0.666666667,4.0,1.0,113738,30,0,1,6.0,0,57.0,False,Adults,Male,1961.0,7.0
s1lenc3r,23.0,9.0,23.0,1.0,1.0,0.0,34184,17,1,1,6.0,0,65.0,True,Adults,Male,517.939393939394,8.0
s1lvercg,,15.0,20.4,0.533333333,2.0,0.0,15752,33,0,0,53.0,0,26.0,False,Unknown,Male,583.4074074074074,53.0
s1ush,,7.0,20.0,1.0,1.0,0.0,11866,13,0,0,3.0,0,10.0,Unknown,Unknown,Female,1078.7272727272727,3.0
s237,24.0,63.0,26.47222222,0.804347826,20.0,4.0,58729,153,66,0,64.0,0,46.0,False,Adults,Female,1249.5531914893618,130.0
s41nth,,2.0,22.0,1.0,1.0,0.0,25078,4,0,0,2.0,0,26.0,Unknown,Unknown,Unknown,928.8148148148148,2.0
s9ado,21.0,20.0,20.9375,0.5,3.0,0.0,38013,71,3,1,10.0,0,47.0,False,Adults,Male,791.9375,14.0
s_and_q,21.0,25.0,21.25,0.208333333,7.0,0.0,44142,3877,0,0,17.0,0,29.0,False,Adults,Male,1471.4,17.0
s_dortmund,,0.0,,,0.0,0.0,26212,23,0,1,3.0,0,47.0,Unknown,Unknown,Unknown,546.0833333333334,4.0
s_dp,,33.0,21.95833333,0.535714286,14.0,0.0,24831,104,0,1,128.0,0,36.0,True,Unknown,Unknown,671.1081081081081,129.0
s_e_t,,19.0,24.73333333,0.5,6.0,0.0,40091,5,3,0,4.0,0,56.0,False,Unknown,Unknown,703.3508771929825,7.0
s_h_a_k,,6.0,22.0,0.666666667,1.0,0.0,29536,0,0,0,0.0,0,25.0,False,Unknown,Unknown,1136.0,0.0
s_joosten,,4.0,24.33333333,1.0,1.0,0.0,17325,0,0,0,2.0,0,16.0,Unknown,Unknown,Unknown,1019.1176470588235,2.0
s_naragon,,55.0,19.42222222,0.26,18.0,0.0,21403,123,0,0,51.0,0,28.0,False,Unknown,Unknown,738.0344827586207,51.0
s_osawa,41.0,4.0,31.0,0.0,3.0,0.0,63104,51,0,1,3.0,0,67.0,False,MiddleAged,Male,928.0,4.0
s_t_o_m_p_y,21.0,27.0,19.47826087,0.615384615,1.0,0.0,26266,135,0,1,278.0,0,48.0,True,Adults,Male,536.0408163265306,279.0
sa1986meister,,0.0,,,0.0,0.0,14058,0,0,0,1.0,0,16.0,Unknown,Unknown,Unknown,826.9411764705883,1.0
saa321,16.0,880.0,19.48493976,0.522464698,76.0,21.0,23233,91,382,0,610.0,0,19.0,False,Teens,Male,1161.65,992.0
saakiitoo,21.0,43.0,21.5,0.366666667,4.0,0.0,28244,1,0,0,11.0,0,23.0,False,Adults,Unknown,1176.8333333333333,11.0
saaur,,5.0,33.66666667,0.6,2.0,0.0,84434,288,13,0,1.0,0,50.0,False,Unknown,Male,1655.5686274509803,14.0
sab77,,7.0,32.0,0.666666667,4.0,0.0,42262,24,9,0,13.0,0,76.0,False,Unknown,Male,548.8571428571429,22.0
sabakuwashi,25.0,5.0,26.2,0.6,1.0,0.0,42678,0,0,0,2.0,0,50.0,False,Adults,Male,836.8235294117648,2.0
sabasst,,5.0,19.33333333,0.75,1.0,0.0,8129,5,0,0,7.0,0,11.0,Unknown,Unknown,Unknown,677.4166666666666,7.0
sabbathist,20.0,33.0,20.03846154,0.518518519,4.0,1.0,47256,11,0,0,21.0,0,54.0,False,Teens,Male,859.2,21.0
sabelhuuse,,1.0,31.0,1.0,1.0,0.0,12452,0,0,0,2.0,0,17.0,Unknown,Unknown,Unknown,691.7777777777778,2.0
sabiko,25.0,7.0,28.0,0.833333333,2.0,1.0,41206,114,1,0,7.0,0,74.0,True,Adults,Female,549.4133333333333,8.0
sabine1712,,2.0,24.0,0.0,2.0,0.0,27738,1,0,0,2.0,0,16.0,False,Unknown,Female,1631.6470588235295,2.0
sabrinaargh,,8.0,17.0,0.8,4.0,0.0,23701,8,0,0,2.0,0,15.0,False,Unknown,Female,1481.3125,2.0
sabrone,28.0,10.0,26.5,0.75,3.0,0.0,29968,2,0,1,3.0,0,48.0,False,Adults,Unknown,611.5918367346939,4.0
sabsasha,22.0,13.0,25.875,0.833333333,5.0,0.0,17507,69,0,0,9.0,0,19.0,False,Adults,Female,875.35,9.0
sabuko,,15.0,25.16666667,0.727272727,3.0,1.0,47654,15,0,1,2.0,0,52.0,False,Unknown,Unknown,899.1320754716982,3.0
sacerdoodle,14.0,22.0,16.27272727,0.611111111,5.0,0.0,13470,467,0,0,,0,10.0,True,Teens,Female,1224.5454545454545,
sachymolko,23.0,46.0,24.38709677,0.485714286,13.0,0.0,89486,558,0,0,53.0,0,29.0,False,Adults,Unknown,2982.866666666667,53.0
sackgirlswiss,,0.0,,,0.0,0.0,11403,0,0,0,1.0,0,16.0,Unknown,Unknown,Unknown,670.7647058823529,1.0
sacool,22.0,22.0,24.45454546,0.625,8.0,0.0,41591,125,6,5,22.0,0,71.0,True,Adults,Male,577.6527777777778,33.0
sacredreaper,27.0,1.0,28.0,1.0,1.0,0.0,43612,0,0,1,2.0,0,38.0,False,Adults,Male,1118.2564102564102,3.0
sacredunholy,16.0,17.0,22.41666667,0.823529412,4.0,0.0,11803,285,0,1,8.0,0,7.0,False,Teens,Male,1475.375,9.0
sacrilegend,22.0,9.0,22.0,0.714285714,2.0,0.0,5305,96,0,0,5.0,0,5.0,False,Adults,Male,884.1666666666666,5.0
sacrinniobe,,4.0,24.5,1.0,1.0,0.0,33401,784,0,0,5.0,0,47.0,True,Unknown,Male,695.8541666666666,5.0
sadakonobaka,17.0,220.0,19.32075472,0.300518135,22.0,0.0,90500,851,1,0,572.0,0,24.0,False,Teens,Unknown,3620.0,573.0
sadcowdisease,25.0,3.0,21.0,0.666666667,2.0,0.0,65009,0,0,0,3.0,0,82.0,True,Adults,Male,783.2409638554217,3.0
sadielancaster,20.0,2.0,20.0,1.0,1.0,0.0,22097,0,0,0,2.0,0,26.0,Unknown,Teens,Female,818.4074074074074,2.0
sadiesykes,,16.0,20.41666667,0.666666667,7.0,0.0,38472,142,3,0,12.0,0,49.0,True,Unknown,Female,769.44,15.0
sadiuk1988,23.0,9.0,18.2,0.625,3.0,0.0,46081,267,0,1,3.0,0,36.0,False,Adults,Male,1245.4324324324325,4.0
sadlocharv,,8.0,21.0,1.0,3.0,0.0,72157,239,0,0,2.0,0,36.0,False,Unknown,Male,1950.1891891891892,2.0
